"tau_Av_Int.ns."
"2,21324367847243"
"2,37288280513511"
"2,12195350179911"
"2,16764104284812"
"2,35550332428562"
"2,47268770677553"
"2,0357969413282"
"2,39554484673082"
"2,26540986539171"
"2,29051680612007"
"2,41270933222175"
"2,31350684694886"
"2,28177043376252"
"2,24195274765726"
"3,4826776056343"
"2,37408586550937"
"2,56769007449232"
"2,26143929073597"
"2,37330786644624"
"2,49162348877073"
"5,75686737156598"
"2,4292864109496"
"1,83090309580081"
"1,74596582161308"
"2,4550146861026"
"1,99507486189414"
"2,31459549858119"
"2,22502650351639"
"2,55057161554469"
"2,42737770962386"
"2,12320607628589"
"1,81145953792594"
"2,39887659018939"
"4,23997714065943"
"2,41287153657882"
"2,27783232384962"
"2,18693753312068"
"2,49592001734605"
"2,07389445730889"
"2,06427302455215"
"2,45170483792477"
"2,35725403859299"
"2,10698673989743"
"2,20898976633883"
"3,09088415905361"
"2,24420612169662"
"1,96253391315793"
"2,33393350076567"
"2,49200127200311"
"1,64657254497769"
"2,29508466038576"
"2,48547005199384"
"2,10367967490299"
"2,33587445428146"
"2,45410448615855"
"2,29586561702408"
"2,61019255604742"
"1,82305731484278"
"5,85809628652135"
"2,29190634151494"
"2,76060328298768"
"2,21420750651415"
"2,18311413391348"
"2,602306587516"
"4,79684669742148"
"2,31456079522085"
"2,30818247865257"
"2,45725125893185"
"2,349727321204"
"3,23817763009973"
"1,92936044918213"
"2,26896782599217"
"2,48740285408046"
"2,43768706662398"
"1,97873107682447"
"2,18034108754265"
"2,40799303230642"
"2,58240369556115"
"2,29241788319707"
"1,44171319327313"
"2,50585563401704"
"2,45680802585568"
"2,56696073641047"
"3,38442110708842"
"2,02903627233297"
"2,72030348738572"
"2,36821920927882"
"2,10582713953816"
"2,2709217956016"
"2,17573243152325"
"2,12591766413084"
"2,44495247079476"
"2,60756125010142"
"2,36882357111136"
"2,23398273831408"
"2,16518838631087"
"2,60180215988824"
"2,74586352920968"
"2,03925698549767"
"2,5279064244623"
"2,07303115054982"
"2,50387066624844"
"2,0793207156089"
"5,04570084491589"
"2,18144225946783"
"2,39012778800943"
"2,50316060891511"
"2,08634055645946"
"2,27318758786622"
"2,64276615030433"
"2,27847420221381"
"3,0818880687763"
"2,4415763161489"
"2,79032505304286"
"2,3761828212742"
"2,69188631543395"
"2,50695538098362"
"2,41461953801037"
"2,21207401962499"
"3,04651750504344"
"2,37580176281759"
"1,97880305349548"
"1,91949667215367"
"2,3807998114157"
"1,91272603348715"
"2,46472717330204"
"7,69325854265274"
"2,37981940951794"
"2,26198371144903"
"2,45452746063555"
"2,52729144473082"
"2,29993014351792"
"2,16803182498875"
"2,62292929882007"
"2,21598139837909"
"2,302758309162"
"2,3234736357125"
"1,90316007901218"
"2,54503084175881"
"2,32508835389417"
"2,34616237548835"
"2,29049213032611"
"2,64194623798202"
"2,29346419692256"
"2,60630002865226"
"2,21088036767014"
"3,89111083000675"
"2,08486219452876"
"2,27055067503383"
"2,2916031019913"
"2,52269119311471"
"2,47315920589059"
"2,11509874422305"
"2,73016294303656"
"2,26195440156118"
"3,36376673854234"
"5,3487258957065"
"1,66074898277913"
"2,09906247938818"
"2,25530150320832"
"2,24551422940435"
"2,20284787734062"
"2,56281792891773"
"2,20419283946258"
"2,09210922360049"
"2,14928391089724"
"2,39228163435476"
"2,36361385481363"
"2,98459136134614"
"2,39434321537579"
"2,40101530779845"
"2,90630956972715"
"2,26814645187298"
"2,31957596833387"
"8,63016108501711"
"2,49346020019691"
"1,88236130866835"
"2,37969007480908"
"2,59893407716151"
"2,15164552035077"
"2,30102079055347"
"2,09871240269186"
"1,98973192970788"
"2,53142310769037"
"2,09883837176383"
"2,47300501524394"
"2,70424814933185"
"2,8271389098339"
"2,23965852563094"
"2,75462128595784"
"2,75524282407207"
"2,21379936604649"
"2,39541099271546"
"2,34584440832646"
"2,21827805641641"
"2,52702233898144"
"2,40100572132342"
"2,28876206875839"
"1,99360628639627"
"1,97370334648055"
"2,17445538245423"
"2,45950198089679"
"2,29786545762186"
"2,5334537015921"
"2,11700690016076"
"2,82882450797217"
"2,27695030473779"
"2,1930655069724"
"2,13212801020794"
"2,24208149647142"
"1,60001062965069"
"2,89145045005779"
"2,19003690370893"
"2,03504128779964"
"2,55145759855483"
"2,23264003468246"
"1,60297439127578"
"2,36284525507619"
"2,01931456660849"
"2,06316879005676"
"2,35845816363892"
"17,8712590468104"
"2,00355750833363"
"2,29384213904003"
"2,3672834476679"
"2,01705097069294"
"2,50178859505012"
"1,97286342817904"
"2,34655486760834"
"2,24858206794979"
"2,42486800644214"
"2,36837584895297"
"2,25557024122879"
"2,48755170669641"
"2,16145407978316"
"2,48236055860473"
"3,2344376830189"
"2,52370982429192"
"2,2214645613355"
"1,84975040152176"
"2,19576295756212"
"2,73478828000431"
"1,84030580969699"
"2,37813348967597"
"1,96251948025861"
"2,26075101899822"
"2,16974416211713"
"2,30565915976353"
"2,20253482119404"
"2,48150870250943"
"2,23240292918092"
"2,43408921679725"
"2,2397508292471"
"2,04559496762341"
"1,89048043885975"
"2,25029471655586"
"1,99062433605778"
"3,01465457027751"
"2,19371187881734"
"2,49122734918711"
"2,10486872376237"
"2,251648712036"
"2,22607911889515"
"2,41651139586928"
"2,01062451999086"
"2,23918878824032"
"2,33599118847343"
"2,00928714674277"
"2,11520291410857"
"2,83456987563796"
"2,42560127539093"
"1,8202341032678"
"2,48219696307327"
"2,20043818054565"
"2,47918734897226"
"2,07397415097083"
"2,41681243211118"
"2,27399361699076"
"2,61220345668802"
"2,16298525223074"
"2,21546285032235"
"1,76434751582807"
"2,74083202116666"
"2,18235618158153"
"2,3282016220494"
"2,72844701441254"
"2,18152733061567"
"2,53310316800966"
"2,0490598107159"
"3,21667856669494"
"2,35623217831979"
"2,2092782818467"
"3,86060681072516"
"2,04597922589926"
"2,43067644189593"
"2,36481056958837"
"3,04211083718552"
"2,48685871895304"
"2,23406194542976"
"2,39092479148439"
"2,33933894374188"
"2,71925107980327"
"2,36548980403484"
"2,60975161251823"
"2,13434869777984"
"2,37376880625322"
"2,1388402256041"
"2,12859425620783"
"2,15642301169488"
"2,84104841851728"
"2,49542506227818"
"2,45070496182772"
"1,99530966007139"
"2,55802919194071"
"2,14428608202866"
"2,15612627686033"
"2,54889775430766"
"1,79090942076243"
"1,88786963839505"
"3,25681038505966"
"2,27841767674875"
"2,62770134892442"
"1,68980064537749"
"2,49399398678101"
"2,18669777294983"
"2,33327515444744"
"2,3122275609688"
"2,44926443211687"
"2,02051809727406"
"2,60295950170787"
"2,27680884464472"
"2,45466144499831"
"1,81631065743204"
"2,66638283177613"
"1,79355304312962"
"2,26379413593519"
"2,01148277693215"
"2,21871542189267"
"2,41422998954055"
"2,20752348459881"
"1,71505520896176"
"2,43964110229264"
"2,19252026718287"
"2,60631538573364"
"2,03885221587147"
"2,31160300487428"
"2,70054308579913"
"2,37915663702679"
"1,81281245570375"
"5,77820889796575"
"2,48511047295636"
"2,81145443900032"
"3,17155664932611"
"2,69846439050885"
"2,27495333447408"
"2,38796717041245"
"2,0355295227148"
"2,30962348094741"
"2,16286092085839"
"2,38511087611012"
"2,05918437856667"
"2,51218890726814"
"3,0176794344397"
"6,51007995637987"
"2,4544224230717"
"2,31958911519081"
"2,38639349433326"
"2,61370718410592"
"2,54893665891677"
"2,30853092197947"
"1,56075996571303"
"2,02606487142987"
"2,02510519464738"
"2,43017240176849"
"2,96552392096512"
"2,12651652147267"
"2,24666404475996"
"2,5351619454568"
"2,74749598644016"
"1,99246485976801"
"2,47592488407192"
"2,15700745445064"
"2,01033180265429"
"2,29952812347278"
"1,94432692168789"
"2,44290807614146"
"2,75468920141602"
"2,13599338007796"
"3,65430409792175"
"2,34286735036169"
"2,07547543338246"
"2,20627122007695"
"6,23024045233717"
"2,82451361808485"
"2,08071202650052"
"2,792991206028"
"2,4333130168079"
"2,14566245636904"
"2,04185404483487"
"2,54637694976863"
"2,0153587687588"
"2,7181493947694"
"2,50712930777794"
"2,24138845064104"
"2,25052130350705"
"2,61468757090439"
"16,9146381530781"
"2,74463481468694"
"2,84699459239509"
"2,95018104985699"
"2,46778718134816"
"2,29096119527444"
"1,81108214767392"
"2,53388658555687"
"2,30849345352778"
"2,3805413941399"
"2,53233744041916"
"2,55734100562677"
"2,11761941315558"
"2,58946450715631"
"1,94080573834299"
"2,36266788766136"
"5,35439959538991"
"2,31492545957923"
"1,86658644096838"
"2,04224770428141"
"3,27494959573659"
"2,21451892839476"
"2,38888026744786"
"2,40670017441677"
"2,28238553685169"
"2,43100149524999"
"2,39027845246174"
"2,57348273120252"
"3,0768402883971"
"2,23741487340471"
"14,6542333899083"
"2,21130345977512"
"2,68262686870427"
"2,15461271046991"
"5,7495120336886"
"2,22319896082413"
"2,37066139057734"
"2,60145529455978"
"2,79622047506235"
"1,92431228177053"
"1,84785095387885"
"2,79660826572197"
"2,33886240228541"
"2,29129981654808"
"2,30451932939402"
"2,34262918854131"
"2,01604330624039"
"2,4846837920478"
"2,40102110933662"
"2,28462388832758"
"2,56137841007546"
"2,26902038342485"
"2,3571146220609"
"2,15802605691125"
"2,05595807045711"
"2,60121104921688"
"2,34162554179198"
"2,24240338069199"
"1,70125513410886"
"2,26925870484881"
"2,41257731176578"
"1,47583374863626"
"2,98382685564892"
"2,22971650826775"
"2,23581305683236"
"2,34028707524203"
"2,47758587382897"
"2,5968318606576"
"2,13810800498199"
"2,35747714596129"
"2,01383620890283"
"2,33072641456977"
"2,19454097635447"
"1,8729444661858"
"2,43419126886232"
"2,07156283356845"
"2,22215459508605"
"2,11514790588619"
"2,12021233457849"
"2,80366695560832"
"1,93114707385328"
"2,16777507056065"
"2,51394513500804"
"2,35653093355929"
"2,54134969383033"
"2,5007603142608"
"2,05133187261959"
"2,72245261704603"
"2,30912198182524"
"2,22104874218589"
"2,90834430708739"
"2,21109419662469"
"2,49542770478118"
"2,36893946563953"
"1,65014235609107"
"2,6434349825734"
"2,32197767338398"
"3,27568710465182"
"2,68510557249623"
"2,03908601115188"
"2,27662561972149"
"2,3540308901519"
"2,17328244289661"
"2,39598439311681"
"2,46060061215303"
"3,07191163007063"
"2,41490217104242"
"2,13453585035808"
"3,81662376600898"
"2,18386052661726"
"2,22434479325874"
"2,42695829454636"
"1,91356817968014"
"1,9792143479691"
"2,56576748938593"
"2,35463892828136"
"2,29030707939855"
"2,15499603133283"
"3,07984559876008"
"2,08888685937874"
"13,5961745592454"
"2,37784148497635"
"2,77088119366421"
"2,13059167514117"
"2,60304310847905"
"1,71631120920947"
"2,28519420877806"
"2,75437278374244"
"2,2740245242403"
"2,29870744661298"
"1,75596955508205"
"0,773556533742289"
"2,98419320578978"
"2,32678012439808"
"2,29991284521038"
"4,11541500254986"
"2,2773659289158"
"2,74307324285848"
"2,50492147140763"
"2,69534505901414"
"2,45785014563182"
"2,20524392136912"
"2,46971405994082"
"2,3987833579332"
"2,25835980587982"
"2,3954803469703"
"2,27936332575048"
"1,88991666714267"
"2,31650187920707"
"2,30946566374603"
"2,37206353273078"
"1,99483540307503"
"2,10349505605871"
"2,30577053640862"
"2,07158512566252"
"2,28067796010334"
"1,90883531203667"
"2,33928765247526"
"3,83096750292618"
